title,currency,properties,neighborhood,title-2,title-3,price_dop
Apartamento en venta frente al parque villa estala.,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 3, ""bathrooms_quantity"": 1, ""building_condition"": ""Segundo uso"", ""build_square_meters"": 1}",Villa Estela,Barahona,Barahona,1900000.0
"Apartamento  amueblado en ensanche Paraiso, frente a serralles.",USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": 2, ""bathrooms_quantity"": 2, ""building_condition"": ""Segundo uso"", ""build_square_meters"": 90, ""mini_bathrooms_quantity"": 1}",Ensanche Paraiso ,Distrito Nacional,Santo Domingo,6440000.0
"Apartamento Oportunidad en Naco
",USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""2"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""140"", ""mini_bathrooms_quantity"": ""2""}",Ensanche Naco,Distrito Nacional,Santo Domingo,7695687.3
Apartamento de veraneo en juan dolió,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""2"", ""bathrooms_quantity"": ""1"", ""build_square_meters"": ""150"", ""mini_bathrooms_quantity"": ""1""}",Juan Dolio,Juan Dolio,San Pedro de Macorís,5651.61
Apartamento tipo PH de dos niveles  en alquiler amueblado Mirador Norte,USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""build_square_meters"": ""210"", ""mini_bathrooms_quantity"": ""1""}","Mirador norte

",Distrito Nacional,Santo Domingo,56300.1
Apartamento,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Nuevo"", ""build_square_meters"": ""131""}",Los Restauradores,Distrito Nacional,Santo Domingo,7775043.81
PH de dos niveles en alquiler amueblado Mirador Norte,USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""build_square_meters"": ""210"", ""mini_bathrooms_quantity"": ""1""}",Mirador Norte,Distrito Nacional,Santo Domingo,56300.1
CUESTA HERMOSA lll 3Hab TERRAZA Y JACUZZI 427Mts,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""350"", ""terrain_square_meters"": ""427"", ""mini_bathrooms_quantity"": ""1""}",,Distrito Nacional,Santo Domingo,14944993.0
"Aparta-Estudio  en La Esmeralda, Villa Olga, Santiago.",DOP,"{""property_type"": ""Con linea blanca"", ""rooms_quantity"": 1, ""bathrooms_quantity"": 1, ""build_square_meters"": 30, ""mini_bathrooms_quantity"": 0}",Villa Olga,Santiago de los Caballeros,Santiago,12400.0
Busco apartamento en alquiler,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""build_square_meters"": ""150"", ""mini_bathrooms_quantity"": ""1""}",Sector que sea céntrico ,Distrito Nacional,Santo Domingo,35000.0
Venta de maravillosa casa amueblada en el Distrito Nacional con 757mts,USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""4"", ""bathrooms_quantity"": ""5"", ""building_condition"": ""Nuevo"", ""build_square_meters"": ""468"", ""terrain_square_meters"": ""757"", ""mini_bathrooms_quantity"": ""5""}",,Distrito Nacional,Santo Domingo,33723759.9
Proyecto en plano en Los Restauradores!,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""En planos"", ""build_square_meters"": ""131"", ""mini_bathrooms_quantity"": ""1""}",Los Restauradores ,Distrito Nacional,Santo Domingo,9289516.5
Propiedad Inmobiliaria,DOP,"{""condition"": ""Nuevo""}",Villa Mella,Santo Domingo Norte,Santo Domingo,10000.0
solares hermoso venta en villa mella ,DOP,"{""terrain_usage_type"": ""Residencial"", ""terrain_square_meters"": ""135""}",,Santo Domingo Norte,Santo Domingo,742500.0
Apartamento penthouse Mirador Sur,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 3, ""bathrooms_quantity"": 4, ""build_square_meters"": 168}",Mirador Sur,Distrito Nacional,Santo Domingo,12125183.0
Amplia casa disponible de 320 mts netos de construccion en Arroyo Hondo III,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""building_condition"": ""En construcción"", ""build_square_meters"": ""320"", ""terrain_square_meters"": ""308"", ""mini_bathrooms_quantity"": ""1""}",Cerros de Arroyo Hondo III,Distrito Nacional,Santo Domingo,24250366.0
SOLARES EN VENTAS Y RESIDECIALES CON LOS MEJORES FINANCIAMIENTO.,DOP,"{""property_type"": ""Residencial"", ""terrain_square_meters"": ""150""}",,Santo Domingo Norte,Santo Domingo,4000.0
 Solar,DOP,"{""condition"": ""Nuevo"", ""has_delivery"": ""No""}",Guavaberry ,La Romana,La Romana,2400000.0
"Apartamento en planos en Los Álamos, Santiago, de 3 habitaciones",DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""En planos"", ""build_square_meters"": ""93""}",Los Álamos,Santiago de los Caballeros,Santiago,4800000.0
Alquiler por temporada corta o larga vista al mar,USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": 2, ""bathrooms_quantity"": 2, ""build_square_meters"": 125, ""mini_bathrooms_quantity"": 1}",George Washington,Distrito Nacional,Santo Domingo,76134.87
Pet House Lujoso de Tres Niveles,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 6, ""bathrooms_quantity"": 4, ""build_square_meters"": 485, ""mini_bathrooms_quantity"": 1}",,Distrito Nacional,Santo Domingo,31017910.0
Apartamento con línea blanca en Piantini 2 habitaciones,USD,"{""property_type"": ""Con linea blanca"", ""rooms_quantity"": ""2"", ""bathrooms_quantity"": ""2"", ""build_square_meters"": ""164"", ""mini_bathrooms_quantity"": ""1""}",Piantini,Distrito Nacional,Santo Domingo,64855.63
Playa najayo,DOP,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""build_square_meters"": ""350"", ""terrain_square_meters"": ""7000""}",,Otras ciudades,San Cristóbal,13000.0
SOLAR EN EL RESIDENCIAL COLINAS DE VILLA MELLA CON TÍTULO DEFINITIVO,DOP,"{""property_type"": ""Residencial"", ""terrain_square_meters"": 188}",VILLA MELLA,Santo Domingo Norte,Santo Domingo,490000.0
Alquiler o venta  local comercial en el Quisqueya,USD,"{""property_type"": ""Sin Amueblar"", ""build_square_meters"": ""1200""}",Ensanche Quisqueya,Distrito Nacional,Santo Domingo,675164.4
Hermoso Apartamento Amueblado en Gazcue,USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": 1, ""bathrooms_quantity"": 1, ""build_square_meters"": 84}",Gazcue,Distrito Nacional,Santo Domingo,39477.34
Apartamento en Prado de San Luis,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""2"", ""bathrooms_quantity"": ""1"", ""build_square_meters"": ""70""}",,Santo Domingo Este,Santo Domingo,12000.0
SOLAR EN ESQUINA DE OPORTUNIDAD EN EL RESIDENCIAL METRÓPOLIS DEL NORTE,DOP,"{""property_type"": ""Residencial"", ""terrain_square_meters"": 315}",SECTOR LA VIRGEN,Santo Domingo Norte,Santo Domingo,1197000.0
Apartamento amueblad en La Esperilla ,USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""2"", ""bathrooms_quantity"": ""2"", ""build_square_meters"": ""115"", ""mini_bathrooms_quantity"": ""1""}",La Esperilla,Distrito Nacional,Santo Domingo,84594.3
Villa en Punta Cana Village,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 3, ""bathrooms_quantity"": 3, ""building_condition"": ""Segundo uso"", ""build_square_meters"": 275, ""terrain_square_meters"": ""527"", ""mini_bathrooms_quantity"": 1}",,Bávaro/Punta Cana,La Altagracia,22502083.8
Penthouse En Venta Alma Rosa Primera con Ascensor acceso al 4to A 5to Piso,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 3, ""bathrooms_quantity"": 2, ""build_square_meters"": 228, ""mini_bathrooms_quantity"": 2}",Alma Rosa,Santo Domingo Este,Santo Domingo,11900000.0
"Apartamento en venta 
EVARISTO MORALES",USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""building_condition"": ""Nuevo"", ""build_square_meters"": ""180"", ""mini_bathrooms_quantity"": ""1""}",EVARISTO MORALES ,Distrito Nacional,Santo Domingo,15226974.0
"Vendo hermoso apartamento amueblado en Las Terranas, Samaná. US$235,000.",USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""2"", ""bathrooms_quantity"": ""2"", ""build_square_meters"": ""174"", ""mini_bathrooms_quantity"": ""1""}","Terrenas, 829-763-1329",Las Terrenas,Samaná,13253107.0
Apartamento Listo km autopista Duarte,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""147"", ""mini_bathrooms_quantity"": ""1""}","Autopista Duarte 
",Distrito Nacional,Santo Domingo,3800000.0
SECTOR EL CACIQUE EN LA INDEPENDENCIA.,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""2"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""En construcción"", ""build_square_meters"": ""84""}",,Distrito Nacional,Santo Domingo,5442233.3
HERMOSO AMUEBLDO NUEVO CORTA Y LARGA TEMPORADA GURABO,USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""7"", ""bathrooms_quantity"": ""2"", ""build_square_meters"": ""125"", ""mini_bathrooms_quantity"": ""1""}","GURABO CALLE 17 
",Santiago de los Caballeros,Santiago,42297.15
casa en brisa oriental III,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""building_condition"": ""Nuevo"", ""build_square_meters"": ""180"", ""mini_bathrooms_quantity"": ""1""}",Brisa Oriental,Santo Domingo Este,Santo Domingo,8500000.0
"Busco casa en renta con psicina, Puerto plata.",USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 3, ""bathrooms_quantity"": 2, ""build_square_meters"": 0, ""terrain_square_meters"": ""0"", ""mini_bathrooms_quantity"": 0}",Urbanización Torre Alta,Puerto Plata,Puerto Plata,56.4
ALMA ROSA 1,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""building_condition"": ""En construcción"", ""build_square_meters"": ""220"", ""mini_bathrooms_quantity"": ""1""}",Alma Rosa,Santo Domingo Este,Santo Domingo,13817069.0
Local corporativo empresarial Bella Vista - Vista 311,USD,"{""property_type"": ""Sin Amueblar"", ""build_square_meters"": ""6000""}",Bella Vista,Distrito Nacional,Santo Domingo,1409.91
SOLAR DE 135MTS EN RESIDENCIAL MAIA ESTELA.,DOP,"{""terrain_usage_type"": ""Residencial"", ""terrain_square_meters"": ""135""}",Villa Mella,Santo Domingo Norte,Santo Domingo,742000.0
SOLARES CON TITULO,DOP,"{""property_type"": ""Residencial"", ""terrain_square_meters"": ""135""}",Villa mella,Santo Domingo Norte,Santo Domingo,700.0
Proyecto Boca chica de oportunidad,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 3, ""bathrooms_quantity"": 2, ""building_condition"": ""En construcción"", ""build_square_meters"": 75, ""mini_bathrooms_quantity"": 1}",,Boca Chica,Santo Domingo,1899000.0
Casa en Santo Domingo Oeste,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 4, ""bathrooms_quantity"": 4, ""building_condition"": ""Segundo uso"", ""build_square_meters"": 700, ""terrain_square_meters"": ""873""}",,Distrito Nacional,Santo Domingo,28198100.0
casa de oportunidad,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""4"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""350"", ""mini_bathrooms_quantity"": ""1""}",Otro,Santo Domingo Norte,Santo Domingo,5500000.0
Apartamento en alquiler con línea blanca en Los Cacicazgos,USD,"{""property_type"": ""Con linea blanca"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""build_square_meters"": ""1"", ""mini_bathrooms_quantity"": ""1""}",Los Cacicazgos,Distrito Nacional,Santo Domingo,169188.6
Se vende Cuarto piso en Carmen Renata lll ,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 3, ""bathrooms_quantity"": 2, ""building_condition"": ""Segundo uso"", ""build_square_meters"": 84, ""mini_bathrooms_quantity"": 0}",Otro,Santo Domingo Oeste,Santo Domingo,3300000.0
"Vendo hermosa y comoda casa en alma rosa I, Santo Domingo Este",DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 3, ""bathrooms_quantity"": 1, ""building_condition"": ""Segundo uso"", ""build_square_meters"": 0, ""terrain_square_meters"": ""0"", ""mini_bathrooms_quantity"": ""0""}",Otro,Santo Domingo Este,Santo Domingo,8500000.0
Villa de Montaña de Diseño Contemporáneo con 218 Mts2,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""building_condition"": ""Nuevo"", ""build_square_meters"": ""218"", ""terrain_square_meters"": ""800""}",,Jarabacoa,La Vega,11981413.2
Apartamentos en construcción en Bella Vista,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""1"", ""bathrooms_quantity"": ""1"", ""building_condition"": ""En planos"", ""build_square_meters"": ""70"", ""mini_bathrooms_quantity"": ""1""}",Bella vista ,Distrito Nacional,Santo Domingo,6936732.6
Residencial Nacan en el Km 14 de la aut. Duarte,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 3, ""bathrooms_quantity"": 2, ""building_condition"": ""En planos"", ""build_square_meters"": 67}",,Santo Domingo Oeste,Santo Domingo,46752.0
VENDO APARTAMENTO DE LUJO EN EL CORAZON DE PIANTINI,USD,"{""property_type"": ""Con linea blanca"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""442"", ""mini_bathrooms_quantity"": ""1""}",Piantini,Distrito Nacional,Santo Domingo,42297150.0
Apartamento arroyo hondo viejo  1er piso ,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""1"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""110""}",Viejo Arroyo Hondo,Distrito Nacional,Santo Domingo,6200000.0
Solar en juma Bonao 1800 metros,DOP,"{""terrain_usage_type"": ""Finca"", ""terrain_square_meters"": ""1700""}",Caño Grande,Bonao,Monseñor Nouel,2000.0
VENTA!!! OPORTUNIDAD!!!!!,DOP,"{""otherBathroom"": 4, ""building_condition"": ""second-hand"", ""otherConstructionArea"": 200, ""terrain_square_meters"": 200}",Los olivos,Santo Domingo Oeste,Santo Domingo,5400000.0
VENDO!! Dos Solares de 300 Metros en Villa España,DOP,"{""terrain_usage_type"": ""Residencial"", ""terrain_square_meters"": 300}",,San Pedro de Macorís,San Pedro de Macorís,395000.0
🔴🔴SE VENDE EN BONAO SECTOR EL ABANICO CON SU RIO 51 TAREAS.,DOP,"{""property_type"": ""Finca"", ""terrain_square_meters"": 32071}",El abanico ,Bonao,Monseñor Nouel,11475000.0
Alquiler de Apartamentos !!!!!,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""build_square_meters"": ""200"", ""mini_bathrooms_quantity"": ""1""}",San Luis cerca del Instituto Técnico Superior Comunitario.,Santo Domingo Este,Santo Domingo,12500.0
"Apartamento Tipo A, Ciudad Real II
DOP 4,650,000",DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""115""}",Altos De Arroyo Hondo,Distrito Nacional,Santo Domingo,4650000.0
Apartamento en Avenida Ecológica (NO DISPONIBLE),DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Nuevo"", ""build_square_meters"": ""93""}","San Isidro, Av. Ecológica",Santo Domingo Este,Santo Domingo,5250000.0
Solares con su titulos y hasta con 10 años de financimiento,DOP,"{""terrain_usage_type"": ""Residencial"", ""terrain_square_meters"": 135}",Villa Mella,Santo Domingo Norte,Santo Domingo,742500.0
VENTA DE TERRENOS PARA VILLAS CAMPESTRE,DOP,"{""terrain_usage_type"": ""Finca"", ""terrain_square_meters"": 500}",Guerra Centro,Guerra,Santo Domingo,3650.0
"Flor Polanco bienes raíces 🦉
Apartamento en venta 🏢",USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Nuevo"", ""build_square_meters"": ""130"", ""mini_bathrooms_quantity"": ""1""}",Área monumental,Santiago de los Caballeros,Santiago,8741.41
"Renta de Casa tres habitaciones, como nueva.
Ciudad la Palma.",USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""4"", ""bathrooms_quantity"": ""3"", ""build_square_meters"": ""120"", ""terrain_square_meters"": ""320"", ""mini_bathrooms_quantity"": ""1""}",Otro,Bávaro/Punta Cana,La Altagracia,39397.47
"Apartamento de playa por renta temporal, en Punta Cana",USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""1"", ""bathrooms_quantity"": ""1"", ""build_square_meters"": ""0"", ""mini_bathrooms_quantity"": ""1""}",Los Corales,Bávaro/Punta Cana,La Altagracia,11295.64
📍 NACO ATENCION INVERSIONISTASUN LUJO DE TORRE!!,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 2, ""bathrooms_quantity"": 2, ""building_condition"": ""En construcción"", ""build_square_meters"": 100, ""mini_bathrooms_quantity"": 1}",Ensanche Naco,Distrito Nacional,Santo Domingo,7824972.75
"Flor Polanco bienes raíces 🦉🏡
Casa en venta",DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""203""}",Sector vista verde ,Santiago de los Caballeros,Santiago,3750000.0
ventas de solares al mejor precio ,DOP,"{""terrain_usage_type"": ""Residencial"", ""terrain_square_meters"": ""135""}",,Santo Domingo Norte,Santo Domingo,742500.0
 Vendo hermosa casa en Madre vieja Sur San Cristóbal,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""building_condition"": ""Nuevo"", ""build_square_meters"": ""500"", ""terrain_square_meters"": ""500"", ""mini_bathrooms_quantity"": ""1""}",Madre Vieja Sur,San Cristóbal,San Cristóbal,12500000.0
TERRENO EN VENTA PROYECTO PRIVADO 🌲🌲🌲,DOP,"{""terrain_usage_type"": ""Otros"", ""terrain_square_meters"": ""1330""}",,Bonao,Monseñor Nouel,2100000.0
"Renta Apartamento Punta Cana, Bávaro",USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""2"", ""bathrooms_quantity"": ""1"", ""build_square_meters"": ""65""}",Otro,Bávaro/Punta Cana,La Altagracia,25277.81
Casas de dos niveles con estructura de primera,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 3, ""bathrooms_quantity"": 2, ""building_condition"": ""Nuevo"", ""build_square_meters"": 273, ""terrain_square_meters"": ""198"", ""mini_bathrooms_quantity"": ""1""}",Prado Oriental,Santo Domingo Este,Santo Domingo,10500000.0
SOLARES RESIDENCIALES 😍,DOP,"{""property_type"": ""Residencial"", ""terrain_square_meters"": 150}",,Santo Domingo Norte,Santo Domingo,4000.0
